pincode,place,state,district,lat,lng
501359,Chippalapalli,Telangana,K.V.Rangareddy,17.2491,78.5781
501401,Rajbolaram,Telangana,Hyderabad,17.4171,78.4772
501501,Regadi Doswada,Telangana,K.V.Rangareddy,17.1316,78.4112
501502,Bandelkacherla,Telangana,K.V.Rangareddy,17.1316,78.4112
501503,Alur,Telangana,K.V.Rangareddy,17.1316,78.4112
501504,Surangal,Telangana,K.V.Rangareddy,17.3051,78.3363
501505,Hayatnagar,Telangana,K.V.Rangareddy,17.1316,78.4112
501506,Pocharam,Telangana,K.V.Rangareddy,17.1316,78.4112
501508,Rangapur,Telangana,K.V.Rangareddy,17.208,78.5858
501509,Chintapatla,Telangana,K.V.Rangareddy,17.1316,78.4112
501510,Seriguda,Telangana,K.V.Rangareddy,17.2889,78.4901
501511,Sanghinagar,Telangana,K.V.Rangareddy,17.2827,78.6357
501512,Ramoji Film City,Telangana,K.V.Rangareddy,17.2863,78.7099
502001,Rajampet Colony,Telangana,Medak,17.8502,78.3923
502032,Ameenpur,Telangana,Medak,17.8502,78.3923
502101,Ramayampet,Telangana,Medak,18.1173,78.4355
502102,Konapur,Telangana,Medak,17.9554,78.2569
502103,Siddipet Busstand,Telangana,Medak,17.9554,78.2569
502107,Pullur,Telangana,Medak,17.9554,78.2569
502108,Dubbak,Telangana,Medak,17.9554,78.2569
502109,Amsanipally,Telangana,Medak,18.0096,78.4626
502110,Medak H.O,Telangana,Medak,17.9554,78.2569
502113,Timmaipally,Telangana,Medak,17.9554,78.2569
502114,Tornal,Telangana,Medak,17.9554,78.2569
502115,Thonigandla,Telangana,Medak,17.9554,78.2569
502117,Banda Posanipally,Telangana,Medak,18.0771,78.5523
502125,Yellapur,Telangana,Medak,17.6975,78.2434
502130,Toguta,Telangana,Medak,17.9554,78.2569
502205,O.F.Yeddumailaram,Telangana,Medak,17.806,78.2366
502210,Kohir,Telangana,Medak,17.9554,78.2569
502220,Zaheerabad H.O,Telangana,Medak,17.9554,78.2569
502221,Gudpally,Telangana,Medak,17.9554,78.2569
502228,Madhunagar,Telangana,Medak,17.9554,78.2569
502246,Machnoor,Telangana,Medak,17.9554,78.2569
502247,Chandaipet,Telangana,Medak,17.9554,78.2569
502248,Shankarampet,Telangana,Medak,17.8762,78.3346
502249,Metalkunta,Telangana,Medak,17.9554,78.2569
502251,Ratnapur,Telangana,Medak,17.8263,78.3436
502255,Suraram,Telangana,Medak,17.9554,78.2569
502256,Cheekurthi,Telangana,Medak,17.952,78.32
502257,Raikode,Telangana,Medak,17.8974,78.0039
502267,Ibrahimnagar,Telangana,Medak,17.9554,78.2569
502269,Raipally,Telangana,Medak,17.9554,78.2569
502270,Nidijipla,Telangana,Medak,17.9554,78.2569
502271,Jukal,Telangana,Medak,18.0773,77.9289
502273,Vendikole,Telangana,Medak,17.9554,78.2569
502276,Pedda Koduru,Telangana,Medak,17.9554,78.2569
502277,Ponnal,Telangana,Medak,17.9554,78.2569
502278,Dacharam,Telangana,Medak,17.9554,78.2569
502279,Cheelasagr,Telangana,Medak,17.9554,78.2569
502280,Gatlamalyal,Telangana,Medak,17.9866,77.9478
502281,Peerlapally,Telangana,Medak,17.9554,78.2569
502285,Kandi,Telangana,Medak,17.9554,78.2569
502286,Morgi,Telangana,Medak,18.0857,77.9533
502287,Rasool,Telangana,Medak,17.9554,78.2569
502290,Lingampalli,Telangana,Medak,18.0028,77.9032
502291,Kolkur,Telangana,Medak,17.9554,78.2569
502293,Baswapur,Telangana,Medak,17.9554,78.2569
502294,Tadlapally,Telangana,Medak,17.9554,78.2569
502295,Mallepalli,Telangana,Medak,17.9554,78.2569
502296,Hathnura,Telangana,Medak,17.9554,78.2569
502300,Pati,Telangana,Medak,17.9554,78.2569
502301,Chatlapally,Telangana,Medak,17.9554,78.2569
502302,Tekmal,Telangana,Medak,17.9554,78.2569
502303,Mallampet,Telangana,Medak,18.0558,78.0661
502305,Bdl Bhanur,Telangana,Medak,17.9554,78.2569
502306,Peddapur,Telangana,Medak,17.9554,78.2569
502307,Chitkul,Telangana,Medak,17.9554,78.2569
502310,Allipur (Medak),Telangana,Medak,17.9554,78.2569
502311,Akkaram,Telangana,Medak,17.9554,78.2569
502312,Munigadapa,Telangana,Medak,17.9554,78.2569
502313,Rustumpet,Telangana,Medak,17.7453,78.3062
502314,Panyal,Telangana,Medak,17.979,78.2458
502316,Tunki,Telangana,Medak,17.9554,78.2569
502318,Anegunta,Telangana,Medak,17.9554,78.2569
502319,Patancheru Ph.II,Telangana,Medak,17.9554,78.2569
502321,Venkatapur,Telangana,Medak,17.9554,78.2569
502324,Icrisat,Telangana,Medak,17.9554,78.2569
502325,Aie Bollaram,Telangana,Medak,17.9554,78.2569
502329,Kowlampet,Telangana,Medak,17.9793,78.4183
502331,Kurthiwada,Telangana,Medak,17.9554,78.2569
502334,Nacharam,Telangana,Medak,17.9554,78.2569
502335,Islampur,Telangana,Medak,17.8891,78.4718
502336,Manoharabad,Telangana,Medak,17.9554,78.2569
502345,Ananthavaram,Telangana,Medak,17.9554,78.2569
502371,Nizampet (Sangareddy),Telangana,Medak,17.9554,78.2569
502372,Marpadaga,Telangana,Medak,17.9554,78.2569
502375,Venkatapur,Telangana,Medak,17.9554,78.2569
502381,Wariguntham,Telangana,Medak,17.9554,78.2569
503001,Phullong,Telangana,Nizamabad,18.696,78.2131
503002,Kanteshwar,Telangana,Nizamabad,18.6828,78.1153
503003,Mjp Nagar,Telangana,Nizamabad,18.798,78.2048
503101,Mallareddy Kalan,Telangana,Nizamabad,18.443,78.5019
503102,Anthampalli,Telangana,Nizamabad,18.696,78.2131
503108,Shetpalli,Telangana,Nizamabad,18.696,78.2131
503110,Chitial,Telangana,Nizamabad,18.696,78.2131
503111,Kamareddy H.O,Telangana,Nizamabad,18.696,78.2131
503112,Ghanpur,Telangana,Nizamabad,18.696,78.2131
503114,Pothangalkalan,Telangana,Nizamabad,18.696,78.2131
503120,Demi,Telangana,Nizamabad,18.696,78.2131
503122,Gundiwait,Telangana,Nizamabad,18.696,78.2131
503123,Faridpet,Telangana,Nizamabad,18.696,78.2131
503124,Polkampet,Telangana,Nizamabad,18.696,78.2131
503125,Bibipet,Telangana,Nizamabad,18.696,78.2131
503144,Reddypet,Telangana,Nizamabad,18.696,78.2131
503145,Padmajiwadi,Telangana,Nizamabad,18.696,78.2131
503164,Mallapur,Telangana,Nizamabad,18.696,78.2131
503165,Hanojipet,Telangana,Nizamabad,18.696,78.2131
503174,APSP Camp (Nizamabad),Telangana,Nizamabad,18.696,78.2131
503175,Kulaspur,Telangana,Nizamabad,18.696,78.2131
503180,Shakkarnagar,Telangana,Nizamabad,18.696,78.2131
503185,Hansa,Telangana,Nizamabad,18.696,78.2131
503186,Jankampet,Telangana,Nizamabad,18.71415,78.1336
503187,Borlam,Telangana,Nizamabad,18.696,78.2131
503188,Rudrur,Telangana,Nizamabad,18.5891,77.873
503201,Jalalpur,Telangana,Nizamabad,18.696,78.2131
503202,Mangalpahad,Telangana,Nizamabad,18.6933,78.1022
503206,Ghanpur,Telangana,Nizamabad,18.5779,77.9465
503207,Kallur,Telangana,Nizamabad,18.696,78.0432
503212,Khudwanpur,Telangana,Nizamabad,18.696,78.2131
503213,Makloor,Telangana,Nizamabad,18.696,78.2131
503217,Subriyal,Telangana,Nizamabad,18.696,78.2131
503218,Nallur,Telangana,Nizamabad,18.696,78.40805
503219,Savel,Telangana,Nizamabad,18.9547,78.4303
503223,Argul,Telangana,Nizamabad,18.7584,78.2436
503224,Armoor H.O,Telangana,Nizamabad,18.6175,78.3995
503225,Bashirabad,Telangana,Nizamabad,18.696,78.2131
503230,Sirpur,Telangana,Nizamabad,19.0617,78.4788
503235,Satapurfarm,Telangana,Nizamabad,18.696,78.2131
503245,Dupalli,Telangana,Nizamabad,18.7547,78.0183
503246,Tungini,Telangana,Nizamabad,18.9663,78.3008
503301,Durki,Telangana,Nizamabad,18.5668,78.003
503302,Mohammad Nagar,Telangana,Nizamabad,18.696,78.2131
503305,Baswapur,Telangana,Nizamabad,18.696,78.2131
503306,Bichkunda,Telangana,Nizamabad,18.696,78.2131
503307,Bhimgal Busstand,Telangana,Nizamabad,18.6891,78.5006
503308,Chotpalli,Telangana,Nizamabad,18.696,78.2131
503309,Hangarga,Telangana,Nizamabad,18.696,78.2131
503310,Thimmanagar,Telangana,Nizamabad,18.696,78.2131
503311,Akloor,Telangana,Nizamabad,18.696,78.2131
503321,Birkur,Telangana,Nizamabad,18.67955,78.0661
503322,Telangana University,Telangana,Nizamabad,18.6631,77.9191
504001,Station Road (Adilabad),Telangana,Adilabad,19.539,78.527
504002,Yapalguda,Telangana,Adilabad,19.539,78.527
504101,Brahmangaon,Telangana,Adilabad,19.5158,78.574
504102,Kolur,Telangana,Adilabad,19.5158,78.574
504103,Doderna,Telangana,Adilabad,19.5158,78.574
504104,Raipur Kandli,Telangana,Adilabad,19.5158,78.574
504105,Pakpatla,Telangana,Adilabad,19.1564,78.3983
504106,Mallapur,Telangana,Adilabad,19.5158,78.574
504107,RGU IIIT Campus Basar,Telangana,Adilabad,19.5158,78.574
504109,Gulmadugu,Telangana,Adilabad,19.5158,78.574
504110,Vengwapet,Telangana,Adilabad,19.5158,78.574
504201,Nagapur,Telangana,Adilabad,19.5158,78.574
504202,Munial,Telangana,Adilabad,19.5158,78.574
504203,Dilawarpur,Telangana,Adilabad,19.5158,78.574
504204,Awadam,Telangana,Adilabad,19.5158,78.574
504205,Dharmaram,Telangana,Adilabad,19.5158,78.574
504206,Dandepalli,Telangana,Adilabad,19.5158,78.574
504207,Namnoor,Telangana,Adilabad,19.5158,78.574
504208,Patha Mancherial,Telangana,Adilabad,19.5158,78.574
504209,Patha Mancherial,Telangana,Adilabad,19.5158,78.574
504214,Neelwai,Telangana,Adilabad,19.5158,78.574
504215,Chandaram,Telangana,Adilabad,19.5158,78.574
504216,Indaram,Telangana,Adilabad,19.5158,78.574
504218,Devapur Cement Works,Telangana,Adilabad,19.5158,78.574
504219,Venkatapur,Telangana,Adilabad,19.5158,78.574
504220,Madaram Township,Telangana,Adilabad,19.5158,78.574
504231,Dharmaraopet,Telangana,Adilabad,19.5158,78.574
504251,Budakurd,Telangana,Adilabad,19.5158,78.574
504272,Chakepalli,Telangana,Adilabad,19.5158,78.574
504273,Rechini,Telangana,Adilabad,19.5158,78.574
504292,Nambal,Telangana,Adilabad,19.5158,78.574
504293,Ada,Telangana,Adilabad,19.5158,78.574
504294,Ullipittadorli,Telangana,Adilabad,19.5158,78.574
504295,Wankidi,Telangana,Adilabad,19.5158,78.574
504296,Mosam,Telangana,Adilabad,19.5158,78.574
504297,Tiryani,Telangana,Adilabad,19.5158,78.574
504299,Pardi,Telangana,Adilabad,19.5158,78.574
504301,Ramakrishnapur,Telangana,Adilabad,19.3423,78.55
504302,Singapur,Telangana,Adilabad,19.5158,78.574
504303,Srirampur Colony,Telangana,Adilabad,19.3423,78.55
504304,Patnapur,Telangana,Adilabad,19.4128,78.3051
504306,Rampur,Telangana,Adilabad,19.5158,78.574
504307,Malyal,Telangana,Adilabad,19.3538,78.574
504308,Sitagondi,Telangana,Adilabad,19.5158,78.574
504309,Sirsanna,Telangana,Adilabad,19.6355,78.7946
504310,Mamda,Telangana,Adilabad,19.5158,78.574
504311,Sangvi,Telangana,Adilabad,19.4059,78.7046
504312,Arli (T),Telangana,Adilabad,19.7206,78.3782
504313,Lingapur,Telangana,Adilabad,19.5158,78.574
504323,Gowliguda,Telangana,Adilabad,19.5158,78.574
504346,Umri,Telangana,Adilabad,19.4143,78.5709
505001,Dist. Court Building,Telangana,Karim Nagar,18.3624,79.1723
505002,Satavahana University Campus,Telangana,Karim Nagar,18.3624,79.1723
505101,Dharmarajpalli,Telangana,Karim Nagar,18.376,79.2449
505102,Keshavapur,Telangana,Karim Nagar,18.376,79.2449
505122,Shaimpet,Telangana,Karim Nagar,18.2672,79.5066
505129,Bedigal,Telangana,Karim Nagar,18.3373,79.4651
505152,Odela,Telangana,Karim Nagar,18.376,79.2449
505153,Motlapalli,Telangana,Karim Nagar,18.376,79.2449
505162,Regadi Maddikunta,Telangana,Karim Nagar,18.376,79.2449
505172,Peddapalli H.O,Telangana,Karim Nagar,18.376,79.2449
505174,Kunaram,Telangana,Karim Nagar,18.376,79.2449
505184,Eklaspur,Telangana,Karim Nagar,18.3038,79.3154
505185,Narayanapur,Telangana,Karim Nagar,18.376,79.2449
505186,Chamanpalli,Telangana,Karim Nagar,18.4418,79.2498
505187,Rachapalli,Telangana,Karim Nagar,18.376,79.2449
505188,Rompikunta,Telangana,Karim Nagar,18.376,79.2449
505208,Peddampet,Telangana,Karim Nagar,18.376,79.2449
505209,Scab,Telangana,Karim Nagar,18.376,79.2449
505210,Fertilizercity,Telangana,Karim Nagar,18.376,79.2449
505211,Gv8incline,Telangana,Karim Nagar,18.376,79.2449
505212,Adivarampet,Telangana,Karim Nagar,18.376,79.2449
505214,Vittalanagar,Telangana,Karim Nagar,18.376,79.2449
505215,Jyothinagar (Karim Nagar),Telangana,Karim Nagar,18.376,79.2449
505301,Malakpet,Telangana,Karim Nagar,18.376,79.2449
505302,Sankepalli,Telangana,Karim Nagar,18.376,79.2449
505303,Narayanapur,Telangana,Karim Nagar,18.376,79.2449
505304,Mallareddipet,Telangana,Karim Nagar,18.376,79.2449
505305,Adivipadira,Telangana,Karim Nagar,18.376,79.2449
505306,Govindaram,Telangana,Karim Nagar,18.376,79.2449
505307,Jogapur,Telangana,Karim Nagar,18.376,79.2449
505325,Peddapur,Telangana,Karim Nagar,18.4437,78.5528
505326,Koratla,Telangana,Karim Nagar,18.376,79.2449
505327,Jagtial H.O,Telangana,Karim Nagar,18.376,79.2449
505330,Yousufnagar,Telangana,Karim Nagar,18.376,79.2449
505331,Sataram,Telangana,Karim Nagar,18.376,79.2449
505401,Manwada,Telangana,Karim Nagar,18.376,79.2449
505402,Mukshanpet,Telangana,Karim Nagar,18.376,79.2449
505403,Marrigadda,Telangana,Karim Nagar,18.3271,79.0895
505404,Namapur,Telangana,Karim Nagar,18.4649,79.3798
505405,Jillella,Telangana,Karim Nagar,18.376,79.2449
505415,Arnakonda,Telangana,Karim Nagar,18.5687,79.09015
505416,Dharmaram,Telangana,Karim Nagar,18.5387,79.0803
505425,Raipatnam,Telangana,Karim Nagar,18.47565,79.15255
505445,Nagireddipur,Telangana,Karim Nagar,18.6259,79.0791
505450,Ibrahimpatnam (Karim Nagar),Telangana,Karim Nagar,18.376,79.2449
505451,Malkapur,Telangana,Karim Nagar,18.4827,79.064
505452,Maddulapalli,Telangana,Karim Nagar,18.376,79.2449
505453,Venkatropet,Telangana,Karim Nagar,18.376,79.2449
505454,Kolvai,Telangana,Karim Nagar,18.376,79.2449
505455,Gandhinagar,Telangana,Karim Nagar,18.376,79.2449
505460,Itikyal,Telangana,Karim Nagar,18.376,79.2449
505462,Chintakunta,Telangana,Karim Nagar,18.376,79.2449
505466,Thotapalli,Telangana,Karim Nagar,18.376,79.2449
505467,Sriramulapalli,Telangana,Karim Nagar,18.1735,79.3225
505468,Huzurabad H.O,Telangana,Karim Nagar,18.2437,79.1936
505469,Annaram,Telangana,Karim Nagar,18.36945,79.2308
505470,Kannapur,Telangana,Karim Nagar,18.376,79.2449
505471,Mulkanur,Telangana,Karim Nagar,18.2013,79.3169
505472,Ullampalli,Telangana,Karim Nagar,18.376,79.2449
505473,Koheda,Telangana,Karim Nagar,18.376,79.2449
505474,Gangipalli,Telangana,Karim Nagar,18.3808,79.3057
505475,Rachapalli,Telangana,Karim Nagar,18.376,79.2449
505476,Yelkathurthi,Telangana,Karim Nagar,18.376,79.2449
505480,Bommakal,Telangana,Karim Nagar,18.376,79.2449
505481,Nallagonda,Telangana,Karim Nagar,18.28945,79.16305
505490,Keshavapatnam,Telangana,Karim Nagar,18.2923,79.1761
505497,Rathnagiri,Telangana,Karim Nagar,18.376,79.2449
505498,Jeelugula,Telangana,Karim Nagar,18.376,79.2449
505501,Cheppial,Telangana,Karim Nagar,18.376,79.2449
505502,Desaipalli,Telangana,Karim Nagar,18.4093,79.3858
505503,Borlagudem,Telangana,Karim Nagar,18.376,79.2449
505504,Suraram,Telangana,Karim Nagar,18.376,79.2449
505505,Puchunur,Telangana,Karim Nagar,18.376,79.2449
505514,Brahmanpalli,Telangana,Karim Nagar,18.376,79.2449
505524,Fazilnagar,Telangana,Karim Nagar,18.376,79.2449
505525,Julapalli,Telangana,Karim Nagar,18.376,79.2449
505526,Kondapur,Telangana,Karim Nagar,18.376,79.2449
505527,Algunur,Telangana,Karim Nagar,18.376,79.2449
505528,Ramchandrapuram,Telangana,Karim Nagar,18.376,79.2449
505529,Ibrahimnagar,Telangana,Karim Nagar,18.376,79.2449
505530,Vadloor,Telangana,Karim Nagar,18.376,79.2449
505531,Namapur,Telangana,Karim Nagar,18.5657,79.0531
505532,Lingapur,Telangana,Karim Nagar,18.376,79.2449
506001,Subedari,Telangana,Warangal,17.9218,79.7582
506002,Grainmarket,Telangana,Warangal,17.9218,79.7582
506003,Kazipet,Telangana,Warangal,17.9218,79.7582
506004,Fatimanagar,Telangana,Warangal,17.9218,79.7582
506005,Gadepalli,Telangana,Warangal,17.9218,79.7582
506006,Arepalli,Telangana,Warangal,17.9218,79.7582
506007,Industrial Estate,Telangana,Warangal,17.9218,79.7582
506008,Shivnagar,Telangana,Warangal,17.9218,79.7582
506009,Naimnagar,Telangana,Warangal,17.9218,79.7582
506011,Reddicolony,Telangana,Warangal,17.9218,79.7582
506013,Laxmipur (Warangal),Telangana,Warangal,17.9218,79.7582
506015,Mucherla,Telangana,Warangal,17.9218,79.7582
506101,Mahabubabad H.O,Telangana,Warangal,17.9218,79.7582
506102,Bheriwada,Telangana,Warangal,17.9218,79.7582
506103,Kollapur,Telangana,Mahabubabad,17.6681,79.9836
506104,Neerada,Telangana,Warangal,17.9218,79.7582
506105,Kandikonda,Telangana,Warangal,17.9218,79.7582
506112,Dhansari,Telangana,Warangal,17.8096,79.5486
506122,Jhalli,Telangana,Warangal,17.9218,79.7582
506132,Madannapet,Telangana,Warangal,18.00425,79.9209
506134,Bollepalli,Telangana,Warangal,17.5239,79.2313
506135,Bhathulapalli,Telangana,Warangal,17.9218,79.7582
506142,Saipet,Telangana,Warangal,17.9218,79.7582
506143,Thammadapalli,Telangana,Warangal,17.9218,79.7582
506144,Dharmapuram,Telangana,Warangal,17.9218,79.7582
506145,Kondapur,Telangana,Warangal,17.9218,79.7582
506146,Palakurthy,Telangana,Warangal,17.9218,79.7582
506151,Tatikayala,Telangana,Warangal,17.9218,79.7582
506163,Madhupalli',Telangana,Warangal,17.9218,79.7582
506164,Parkal H.O,Telangana,Warangal,17.9218,79.7582
506165,Akulavarighanpur,Telangana,Warangal,18.05925,79.7111
506166,Mamnoor (V),Telangana,Warangal,17.9218,79.7582
506167,Jangaon H.O,Telangana,Warangal,17.9218,79.7582
506168,Laxmareddipalli,Telangana,Warangal,17.9218,79.7582
506169,Azamnagar,Telangana,Warangal,17.9218,79.7582
506170,Gopalpur,Telangana,Warangal,18.2405,79.5731
506172,Mangapet,Telangana,Warangal,17.9218,79.7582
506175,Nellutla,Telangana,Warangal,17.9218,79.7582
506201,Kalyam,Telangana,Warangal,17.9218,79.7582
506221,Pochannapet,Telangana,Warangal,17.9218,79.7582
506222,Pakhal,Telangana,Warangal,17.9218,79.7582
506223,Lingampalli,Telangana,Warangal,17.9218,79.7582
506224,Bandanagaram,Telangana,Warangal,17.9218,79.7582
506244,Narayanpur,Telangana,Warangal,17.9218,79.7582
506252,Bommera,Telangana,Warangal,17.9218,79.7582
506301,Kothapalli,Telangana,Warangal,17.9218,79.7582
506302,Gollapalli,Telangana,Warangal,17.705,79.6333
506303,Kothapalli,Telangana,Warangal,17.9218,79.7582
506310,Nallballi,Telangana,Warangal,17.9218,79.7582
506313,Kakkiralapalli,Telangana,Warangal,17.9218,79.7582
506314,Kondapur,Telangana,Warangal,17.6733,79.578
506315,Galivarigudem,Telangana,Warangal,17.9218,79.7582
506316,Timmapuram,Telangana,Warangal,17.714,79.5303
506317,Authapur,Telangana,Warangal,17.9218,79.7582
506318,Karkala,Telangana,Warangal,17.9218,79.7582
506319,Kothagattu Singaram,Telangana,Warangal,17.9218,79.7582
506324,Nagaram,Telangana,Warangal,17.9218,79.7582
506329,Chintalapalli,Telangana,Warangal,17.8446,79.6458
506330,Geegugonda,Telangana,Warangal,17.9218,79.7582
506331,Mandapalli,Telangana,Warangal,17.9218,79.7582
506332,Chennaraopet,Telangana,Warangal,17.8935,79.8322
506342,Atmakur (Warangal),Telangana,Warangal,17.9218,79.7582
506343,Bandarupalli,Telangana,Warangal,17.9218,79.7582
506344,Gangaram,Telangana,Warangal,17.9218,79.7582
506345,Dharmaraopet,Telangana,Warangal,18.057,79.7494
506347,Pasra,Telangana,Warangal,17.9218,79.7582
506348,Dammannapet,Telangana,Warangal,17.9218,79.7582
506349,Katrepalli,Telangana,Warangal,17.9218,79.7582
506352,Ankannagudem,Telangana,Warangal,17.9218,79.7582
506355,Marrimuchal,Telangana,Warangal,17.9218,79.7582
506356,Kundanpalli,Telangana,Warangal,17.9218,79.7582
506365,Parwathagiri,Telangana,Warangal,17.9218,79.7582
506366,Vemulapalli,Telangana,Warangal,17.9218,79.7582
506367,Kootigal,Telangana,Warangal,17.9218,79.7582
506368,Mecharajpalli,Telangana,Warangal,17.9218,79.7582
506369,Redlawada,Telangana,Mahabubabad,17.6681,79.9836
506370,Waddepalli,Telangana,Warangal,17.9218,79.7582
506371,Nagaram,Telangana,Warangal,17.9218,79.7582
506381,Gollacherla,Telangana,Warangal,17.9218,79.7582
506391,Puligilla,Telangana,Warangal,17.9218,79.7582
507001,Khammam H.O,Telangana,Khammam,17.2094,80.3654
507002,Raghunadhapalem,Telangana,Khammam,17.4154,80.0947
507003,Pandregupalli,Telangana,Khammam,17.2094,80.3654
507101,Kothagudem Colls H.O,Telangana,Khammam,17.2094,80.3654
507103,Venkateshkhani,Telangana,Khammam,17.2094,80.3654
507111,B.R.Colony,Telangana,Khammam,17.2094,80.3654
507114,Krishnasagar,Telangana,Khammam,17.2094,80.3654
507115,Nagaram,Telangana,Khammam,17.2094,80.3654
507116,Ammagaripalli,Telangana,Khammam,17.2094,80.3654
507117,Manuguru,Telangana,Khammam,17.2094,80.3654
507118,Ramavaram,Telangana,Khammam,17.2094,80.3654
507119,Rudrampur,Telangana,Khammam,17.2094,80.3654
507120,Karivarigudem,Telangana,Khammam,17.2094,80.3654
507122,Pinjaramadugu,Telangana,Khammam,17.2094,80.3654
507123,Pegallapadu,Telangana,Khammam,17.2094,80.3654
507124,Allapalli,Telangana,Khammam,17.2094,80.3654
507125,P.V.Township,Telangana,Khammam,17.5559,80.4033
507128,Sarapaka,Telangana,Khammam,17.2094,80.3654
507133,Mogallapalli,Telangana,Khammam,17.2094,80.3654
507136,Kongala,Telangana,Khammam,17.2094,80.3654
507137,Pydigudem,Telangana,Khammam,17.2094,80.3654
507138,Gouthampur,Telangana,Khammam,17.2094,80.3654
507140,Kudunuru,Telangana,Khammam,17.2094,80.3654
507154,Siil Campus,Telangana,Khammam,17.2094,80.3654
507157,Rajupeta,Telangana,Khammam,17.3716,80.8793
507158,Kistapuram,Telangana,Khammam,17.2094,80.3654
507159,Motapuram,Telangana,Khammam,17.2094,80.3654
507160,Surdepalli,Telangana,Khammam,17.3614,79.9689
507161,Jupeda,Telangana,Khammam,17.2094,80.3654
507163,Pocharam,Telangana,Khammam,17.3097,79.9703
507164,Vemsur,Telangana,Khammam,17.2285,80.013
507165,Pallipadu,Telangana,Khammam,17.2094,80.3654
507166,P.N.Puram,Telangana,Khammam,17.2094,80.3654
507167,Muddunuru,Telangana,Khammam,17.2094,80.3654
507168,Enkoor,Telangana,Khammam,17.2835,80.6585
507169,Pedamandava,Telangana,Khammam,17.2094,80.3654
507170,Lokya Thanda,Telangana,Khammam,17.2094,80.3654
507182,Keptainbanjar,Telangana,Khammam,17.2094,80.3654
507183,Pindipolu,Telangana,Khammam,17.3737,79.9673
507201,Pegallapadu,Telangana,Khammam,17.2094,80.3654
507202,Bhimavaram,Telangana,Khammam,17.3276,80.5072
507203,Allinagaram,Telangana,Khammam,17.1032,80.2539
507204,Bommakal,Telangana,Khammam,17.0194,80.3972
507208,Matkepalli Namavaram,Telangana,Khammam,17.2094,80.3654
507209,Korlagudem,Telangana,Khammam,17.3142,80.3635
507210,Budharam,Telangana,Khammam,17.2094,80.3654
507211,Venkatapuram,Telangana,Khammam,17.2094,80.3654
507301,Aswaraopet,Telangana,Khammam,17.2094,80.3654
507302,Pallewada,Telangana,Khammam,17.29,79.9203
507303,Sathupalli,Telangana,Khammam,17.2094,80.3654
507304,Paladugu,Telangana,Khammam,17.2094,80.3654
507305,Lingagudem,Telangana,Khammam,17.2512,80.2938
507306,Ankampale,Telangana,Khammam,17.2094,80.3654
507316,Annapureddipalli,Telangana,Khammam,17.2094,80.3654
507318,Allipuram,Telangana,Khammam,17.2026,79.6735
508001,Nalgonda H.O,Telangana,Nalgonda,17.0848,79.2439
508002,Cherlapally,Telangana,Nalgonda,17.0848,79.2439
508004,Slbc,Telangana,Nalgonda,17.0848,79.2439
508101,Kollur,Telangana,Nalgonda,16.876,79.2009
508105,Raghunathpur (Nalgonda),Telangana,Nalgonda,16.876,79.2009
508111,Theriala,Telangana,Nalgonda,16.876,79.2009
508112,Nagaram,Telangana,Nalgonda,16.876,79.2009
508113,Siripuram,Telangana,Nalgonda,17.4054,79.1863
508114,Aipur,Telangana,Nalgonda,16.876,79.2009
508115,Masaipet,Telangana,Nalgonda,16.876,79.2009
508116,Bhongir H.O,Telangana,Nalgonda,16.876,79.2009
508117,Anatharam,Telangana,Nalgonda,16.876,79.2009
508126,Kondamadugu,Telangana,Nalgonda,16.876,79.2009
508201,Medaram,Telangana,Nalgonda,16.876,79.2009
508202,Nellikal,Telangana,Nalgonda,16.597,79.3122
508204,Lingagiri,Telangana,Nalgonda,16.876,79.2009
508205,Parada,Telangana,Nalgonda,17.2101,79.2979
508206,Chilkur,Telangana,Nalgonda,16.876,79.2009
508207,Miryalguda H.O,Telangana,Nalgonda,17.1406,79.549
508208,Adavdevulapally,Telangana,Nalgonda,16.876,79.2009
508210,Vallala,Telangana,Nalgonda,17.2588,79.321
508211,Thungathurthy,Telangana,Nalgonda,16.876,79.2009
508212,Nasimpet,Telangana,Nalgonda,16.876,79.2009
508213,Suryapet H.O,Telangana,Nalgonda,17.1993,79.5185
508214,Thimmapuram,Telangana,Nalgonda,17.2214,79.5227
508217,Tadakamalla,Telangana,Nalgonda,16.876,79.2009
508218,Dirsencharla,Telangana,Nalgonda,16.876,79.2009
508221,Isthalapuram,Telangana,Nalgonda,16.876,79.2009
508223,Thonda,Telangana,Nalgonda,16.876,79.2009
508224,Kasarlapahad,Telangana,Suryapet,17.33425,79.5407
508233,Tellaballi,Telangana,Nalgonda,16.876,79.2009
508234,Nadigudem,Telangana,Nalgonda,16.876,79.2009
508238,Togarrai,Telangana,Nalgonda,16.876,79.2009
508243,Chintakuntla,Telangana,Nalgonda,16.6779,79.019
508244,Bodangaparthy,Telangana,Nalgonda,17.2063,79.0886
508245,Damera,Telangana,Nalgonda,17.1597,79.0661
508246,Gudimalkapuram,Telangana,Nalgonda,16.876,79.2009
508247,Indloor,Telangana,Nalgonda,16.876,79.2009
508248,Seripally,Telangana,Nalgonda,16.9016,78.9672
508250,Takkallapally,Telangana,Nalgonda,16.3814,77.8902
508252,Jaikesaram,Telangana,Nalgonda,16.876,79.2009
508253,Survail,Telangana,Nalgonda,16.876,79.2009
508254,Vattimarthy,Telangana,Nalgonda,17.2518,79.2387
